offer_accepted,average_balance,household_size,credit_cards_held,bank_accounts_open,own_your_home,homes_owned,income_level,credit_rating,profiles
No,1027.25,3,1,2,No,1,Medium,High,"Medium High Target"
No,1370.00,5,2,1,Yes,2,Medium,High,"Medium High Target"
No,947.00,2,2,1,No,1,Medium,High,"Medium High Target"
No,1188.25,3,3,3,No,2,Medium,High,"Medium High Target"
No,1055.25,5,3,1,Yes,1,Medium,High,"Medium High Target"
No,934.75,3,2,1,No,2,Medium,High,"Medium High Target"
No,737.50,3,1,1,No,2,High,Medium,"Medium High Target"
No,1006.25,3,2,1,No,1,High,Medium,"Medium High Target"
No,1483.75,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,1076.25,4,4,1,Yes,1,High,Medium,"Medium High Target"
No,1035.00,3,2,3,Yes,1,High,Medium,"Medium High Target"
No,976.25,4,1,2,No,1,Medium,High,"Medium High Target"
No,792.00,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,1123.25,2,1,1,Yes,2,Medium,High,"Medium High Target"
No,1071.25,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,1058.75,2,1,1,Yes,2,High,Medium,"Medium High Target"
No,1087.50,4,3,1,No,1,High,Medium,"Medium High Target"
No,1020.00,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,1131.00,3,3,2,Yes,2,Medium,High,"Medium High Target"
No,1318.00,2,2,1,No,1,Medium,High,"Medium High Target"
No,1164.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,758.00,3,2,2,Yes,2,Medium,High,"Medium High Target"
No,1057.00,2,3,1,Yes,1,Medium,High,"Medium High Target"
No,800.75,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,931.25,3,1,1,Yes,2,Medium,High,"Medium High Target"
No,1329.00,2,3,2,No,1,High,Medium,"Medium High Target"
No,953.50,4,3,1,No,1,Medium,High,"Medium High Target"
No,1232.50,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,1378.00,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,1059.75,1,1,1,No,1,Medium,High,"Medium High Target"
No,1172.00,5,2,1,Yes,1,High,Medium,"Medium High Target"
No,1165.25,5,1,1,No,1,Medium,High,"Medium High Target"
No,1159.25,6,2,1,Yes,1,Medium,High,"Medium High Target"
No,1166.75,4,2,1,No,1,Medium,High,"Medium High Target"
No,1230.00,6,1,1,Yes,1,High,Medium,"Medium High Target"
No,758.75,5,2,1,No,2,High,Medium,"Medium High Target"
No,903.00,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,1066.25,3,3,1,Yes,1,Medium,High,"Medium High Target"
No,741.00,3,1,1,No,1,Medium,High,"Medium High Target"
No,1094.50,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,1065.75,2,1,1,Yes,1,High,Medium,"Medium High Target"
No,968.75,4,1,2,Yes,1,Medium,High,"Medium High Target"
No,920.25,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,1532.75,4,1,2,Yes,2,High,Medium,"Medium High Target"
No,985.50,4,1,1,No,2,Medium,High,"Medium High Target"
No,1087.25,4,1,2,No,1,Medium,High,"Medium High Target"
No,902.75,3,1,2,Yes,1,Medium,High,"Medium High Target"
No,888.00,3,3,1,Yes,1,High,Medium,"Medium High Target"
No,989.25,3,2,1,No,2,Medium,High,"Medium High Target"
No,1260.00,3,3,3,Yes,2,High,Medium,"Medium High Target"
No,963.00,5,2,1,Yes,2,High,Medium,"Medium High Target"
No,793.75,4,2,1,Yes,2,Medium,High,"Medium High Target"
No,1069.00,6,2,2,Yes,1,Medium,High,"Medium High Target"
No,1008.50,2,4,1,No,1,Medium,High,"Medium High Target"
No,894.50,5,2,1,No,1,Medium,High,"Medium High Target"
No,890.25,4,2,2,Yes,2,Medium,High,"Medium High Target"
No,669.00,5,3,2,No,1,Medium,High,"Medium High Target"
No,1021.75,2,3,2,Yes,1,High,Medium,"Medium High Target"
No,1024.00,5,3,1,No,1,Medium,High,"Medium High Target"
No,1411.00,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,1088.25,6,1,1,No,1,High,Medium,"Medium High Target"
No,913.75,3,1,2,Yes,1,Medium,High,"Medium High Target"
No,1220.50,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,1162.00,5,2,1,Yes,2,Medium,High,"Medium High Target"
No,1167.25,2,1,1,No,2,Medium,High,"Medium High Target"
No,939.50,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,1219.00,4,1,2,No,1,Medium,High,"Medium High Target"
No,1114.75,4,3,1,No,1,Medium,High,"Medium High Target"
No,1221.00,5,3,1,Yes,2,High,Medium,"Medium High Target"
No,1086.75,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,1130.25,5,3,1,Yes,2,Medium,High,"Medium High Target"
No,791.50,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,690.00,1,1,1,Yes,1,High,Medium,"Medium High Target"
No,863.25,3,2,1,No,1,Medium,High,"Medium High Target"
No,1044.75,3,3,2,Yes,1,High,Medium,"Medium High Target"
No,650.50,5,1,2,Yes,1,Medium,High,"Medium High Target"
No,809.75,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,954.25,3,2,1,Yes,2,Medium,High,"Medium High Target"
No,1301.25,5,4,1,Yes,2,High,Medium,"Medium High Target"
No,1195.50,2,2,1,Yes,3,Medium,High,"Medium High Target"
No,1351.50,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,1062.25,4,1,2,No,1,Medium,High,"Medium High Target"
No,1133.00,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,1147.25,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,801.50,3,2,1,No,1,Medium,High,"Medium High Target"
No,1039.75,3,3,1,Yes,1,High,Medium,"Medium High Target"
No,1266.50,5,2,2,Yes,1,Medium,High,"Medium High Target"
No,1124.75,2,4,1,Yes,1,Medium,High,"Medium High Target"
No,1014.25,1,1,1,No,1,Medium,High,"Medium High Target"
No,976.25,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,1150.00,3,3,1,Yes,1,Medium,High,"Medium High Target"
No,839.75,5,2,2,Yes,1,Medium,High,"Medium High Target"
No,819.50,5,2,2,Yes,1,Medium,High,"Medium High Target"
No,761.25,3,3,1,No,1,Medium,High,"Medium High Target"
No,1209.25,1,2,1,Yes,1,Medium,High,"Medium High Target"
No,1141.75,4,2,1,Yes,2,High,Medium,"Medium High Target"
No,1144.75,2,3,1,Yes,1,Medium,High,"Medium High Target"
No,1791.25,4,1,1,No,1,Medium,Medium,"Medium High Target"
No,1025.75,5,2,1,Yes,3,Medium,High,"Medium High Target"
No,924.00,5,2,1,Yes,1,High,Medium,"Medium High Target"
No,1397.25,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,864.00,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,1155.50,2,3,1,No,1,Medium,High,"Medium High Target"
No,1147.25,4,1,1,No,2,Medium,High,"Medium High Target"
Yes,811.50,3,2,2,Yes,2,High,Medium,"Medium High Target"
No,865.75,3,2,1,No,1,Medium,High,"Medium High Target"
No,691.50,3,2,1,No,1,Medium,High,"Medium High Target"
No,879.75,3,1,3,Yes,1,Medium,High,"Medium High Target"
No,745.00,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,1809.00,2,3,1,No,1,Medium,Medium,"Medium High Target"
No,1134.00,5,2,3,No,1,Medium,High,"Medium High Target"
No,1203.00,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,1199.00,2,1,2,Yes,1,High,Medium,"Medium High Target"
No,1089.75,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,870.50,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,989.00,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,991.50,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,1086.75,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,1006.00,3,2,1,No,1,High,Medium,"Medium High Target"
No,1144.00,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,880.75,3,2,2,Yes,1,High,Medium,"Medium High Target"
No,1028.00,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,1186.00,3,2,1,Yes,2,Medium,High,"Medium High Target"
No,1135.25,5,1,2,Yes,1,Medium,High,"Medium High Target"
No,1075.75,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,1059.00,3,2,1,Yes,2,High,Medium,"Medium High Target"
No,953.00,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,1122.50,3,2,1,No,1,Medium,High,"Medium High Target"
No,721.75,5,1,1,No,1,High,Medium,"Medium High Target"
No,1057.00,2,3,1,Yes,2,Medium,High,"Medium High Target"
No,933.50,3,3,2,No,1,Medium,High,"Medium High Target"
No,936.25,3,1,2,Yes,1,Medium,High,"Medium High Target"
No,1426.00,4,1,2,Yes,1,Medium,High,"Medium High Target"
No,830.00,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,1233.75,5,1,1,No,1,Medium,High,"Medium High Target"
No,1065.50,3,2,2,Yes,2,Medium,High,"Medium High Target"
No,856.00,4,2,1,No,1,High,Medium,"Medium High Target"
Yes,660.25,5,3,2,Yes,2,High,Medium,"Medium High Target"
No,946.25,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,1314.25,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,1305.75,3,1,2,Yes,1,Medium,High,"Medium High Target"
No,1064.25,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,924.00,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,1006.00,4,3,1,No,1,Medium,High,"Medium High Target"
No,1509.00,3,1,1,Yes,2,Medium,High,"Medium High Target"
No,1034.00,2,1,1,Yes,1,High,Medium,"Medium High Target"
No,874.00,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,1148.00,4,1,2,Yes,2,Medium,High,"Medium High Target"
No,1103.00,5,2,2,Yes,1,Medium,High,"Medium High Target"
No,1327.50,2,1,1,No,2,High,Medium,"Medium High Target"
No,734.25,4,2,1,Yes,2,Medium,High,"Medium High Target"
No,962.75,3,2,1,No,1,Medium,High,"Medium High Target"
No,1029.50,3,2,1,Yes,1,Medium,High,"Medium High Target"
Yes,1047.75,5,1,1,Yes,1,High,Medium,"Medium High Target"
No,1741.75,2,2,1,Yes,1,Medium,Medium,"Medium High Target"
No,1164.50,3,4,1,Yes,1,Medium,High,"Medium High Target"
No,1176.00,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,742.25,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,1423.25,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,1236.25,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,1143.75,3,2,1,No,1,Medium,High,"Medium High Target"
No,828.00,5,2,1,No,1,Medium,High,"Medium High Target"
No,873.25,4,1,1,No,1,Medium,High,"Medium High Target"
No,734.00,4,3,1,Yes,1,High,Medium,"Medium High Target"
No,1020.75,2,2,1,Yes,2,Medium,High,"Medium High Target"
No,661.25,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,1189.00,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,1101.75,5,2,1,Yes,2,Medium,High,"Medium High Target"
No,1148.25,2,2,1,Yes,2,Medium,High,"Medium High Target"
No,781.00,5,1,1,No,1,Medium,High,"Medium High Target"
No,756.00,4,3,2,Yes,1,Medium,High,"Medium High Target"
No,1094.00,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,755.25,3,4,1,Yes,1,Medium,High,"Medium High Target"
No,762.25,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,1190.25,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,796.00,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,1223.50,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,1221.00,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,1266.50,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,646.75,3,3,1,Yes,1,High,Medium,"Medium High Target"
No,966.25,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,899.50,4,2,2,Yes,1,High,Medium,"Medium High Target"
No,1224.50,2,3,1,No,1,High,Medium,"Medium High Target"
No,1057.75,4,1,2,Yes,2,Medium,High,"Medium High Target"
No,1113.25,3,2,1,Yes,2,Medium,High,"Medium High Target"
No,969.25,4,2,2,Yes,1,Medium,High,"Medium High Target"
No,1101.75,4,1,1,Yes,2,Medium,High,"Medium High Target"
No,962.00,3,3,1,Yes,1,High,Medium,"Medium High Target"
No,1049.75,3,1,2,No,1,High,Medium,"Medium High Target"
No,1210.00,3,2,1,No,1,Medium,High,"Medium High Target"
No,885.75,4,2,1,Yes,2,Medium,High,"Medium High Target"
Yes,1049.00,2,2,2,No,1,Medium,High,"Medium High Target"
No,1201.25,5,2,1,No,2,Medium,High,"Medium High Target"
No,1174.75,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,1506.00,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,1204.75,3,2,1,Yes,1,High,Medium,"Medium High Target"
Yes,1028.75,3,2,1,No,1,Medium,High,"Medium High Target"
No,898.50,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,1100.50,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,1206.00,4,1,3,Yes,2,Medium,High,"Medium High Target"
No,925.75,1,2,1,Yes,2,Medium,High,"Medium High Target"
No,917.25,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,673.75,4,1,1,No,1,High,Medium,"Medium High Target"
No,929.00,3,2,1,No,1,Medium,High,"Medium High Target"
No,1041.00,4,2,1,Yes,2,Medium,High,"Medium High Target"
No,1130.00,2,4,1,Yes,1,Medium,High,"Medium High Target"
No,1340.00,1,2,1,No,1,High,Medium,"Medium High Target"
No,1778.75,2,3,1,No,1,Medium,Medium,"Medium High Target"
No,795.50,4,1,1,Yes,2,Medium,High,"Medium High Target"
No,1005.25,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,821.25,5,2,2,Yes,1,Medium,High,"Medium High Target"
No,946.75,6,2,1,Yes,1,Medium,High,"Medium High Target"
No,1100.50,3,3,1,Yes,2,Medium,High,"Medium High Target"
No,1113.25,4,1,1,No,1,High,Medium,"Medium High Target"
No,1452.25,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,1135.00,4,2,1,No,2,Medium,High,"Medium High Target"
No,1270.50,1,3,1,Yes,1,Medium,High,"Medium High Target"
No,794.75,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,956.25,5,3,1,No,1,Medium,High,"Medium High Target"
Yes,1054.75,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,822.00,1,1,1,No,3,Medium,High,"Medium High Target"
No,1449.50,4,3,1,No,2,High,Medium,"Medium High Target"
No,1018.75,2,2,1,Yes,1,High,Medium,"Medium High Target"
No,1262.75,2,2,1,No,1,High,Medium,"Medium High Target"
No,1342.00,6,2,1,No,2,Medium,High,"Medium High Target"
No,1213.50,5,1,1,Yes,2,High,Medium,"Medium High Target"
No,1388.00,6,3,2,Yes,1,High,Medium,"Medium High Target"
No,1011.75,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,770.00,5,3,1,Yes,1,High,Medium,"Medium High Target"
No,1131.50,5,3,2,Yes,1,Medium,High,"Medium High Target"
No,938.50,3,1,2,No,1,High,Medium,"Medium High Target"
Yes,612.75,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,1153.75,4,2,2,No,1,Medium,High,"Medium High Target"
No,845.00,5,2,1,No,1,High,Medium,"Medium High Target"
No,1070.75,2,2,1,Yes,3,Medium,High,"Medium High Target"
No,947.75,3,1,2,No,1,Medium,High,"Medium High Target"
No,977.75,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,1325.75,3,1,1,No,1,Medium,High,"Medium High Target"
No,817.00,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,1444.00,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,1071.50,3,2,2,Yes,2,Medium,High,"Medium High Target"
No,920.25,3,1,2,Yes,1,Medium,High,"Medium High Target"
No,1277.50,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,1055.75,3,2,1,No,1,Medium,High,"Medium High Target"
No,1173.50,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,946.50,4,2,1,No,1,High,Medium,"Medium High Target"
No,1101.00,4,2,1,No,1,High,Medium,"Medium High Target"
No,898.75,4,1,1,No,1,Medium,High,"Medium High Target"
Yes,1070.00,4,2,1,No,1,Medium,High,"Medium High Target"
No,1351.50,5,2,1,Yes,2,High,Medium,"Medium High Target"
No,1232.50,4,1,1,Yes,1,High,Medium,"Medium High Target"
No,1494.75,5,3,1,Yes,1,Medium,High,"Medium High Target"
No,1265.50,1,2,1,Yes,1,Medium,High,"Medium High Target"
No,939.75,4,1,1,Yes,2,Medium,High,"Medium High Target"
No,1042.25,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,1133.50,3,2,2,Yes,2,Medium,High,"Medium High Target"
No,1275.00,5,1,2,Yes,1,High,Medium,"Medium High Target"
No,687.00,5,1,2,No,1,Medium,High,"Medium High Target"
No,1098.25,2,2,1,Yes,2,Medium,High,"Medium High Target"
No,1147.25,2,2,1,Yes,1,High,Medium,"Medium High Target"
No,735.75,3,2,1,Yes,2,Medium,High,"Medium High Target"
No,1006.75,3,3,2,Yes,1,High,Medium,"Medium High Target"
No,1038.00,4,1,1,Yes,3,Medium,High,"Medium High Target"
No,1092.00,5,2,1,Yes,1,Medium,High,"Medium High Target"
Yes,985.75,3,2,1,No,1,High,Medium,"Medium High Target"
No,961.50,6,1,2,No,2,High,Medium,"Medium High Target"
No,830.00,2,2,1,No,2,High,Medium,"Medium High Target"
No,940.00,3,3,1,Yes,2,Medium,High,"Medium High Target"
No,1206.50,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,1351.00,4,3,2,No,2,Medium,High,"Medium High Target"
No,867.75,3,2,1,No,1,High,Medium,"Medium High Target"
No,1143.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,1034.75,4,1,1,Yes,1,High,Medium,"Medium High Target"
No,1403.25,3,3,1,Yes,2,Medium,High,"Medium High Target"
No,1133.75,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,1343.00,2,2,1,Yes,1,High,Medium,"Medium High Target"
No,931.00,3,3,1,Yes,1,Medium,High,"Medium High Target"
No,1172.00,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,764.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,785.25,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,984.50,4,3,1,Yes,2,High,Medium,"Medium High Target"
No,959.75,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,1040.75,2,1,2,No,2,Medium,High,"Medium High Target"
No,1127.75,4,1,1,Yes,2,Medium,High,"Medium High Target"
No,886.50,3,2,2,No,2,Medium,High,"Medium High Target"
No,671.00,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,1219.75,2,2,1,No,1,Medium,High,"Medium High Target"
No,1312.50,5,2,1,Yes,2,High,Medium,"Medium High Target"
No,962.25,3,2,1,No,1,Medium,High,"Medium High Target"
No,996.25,3,2,1,No,1,High,Medium,"Medium High Target"
No,927.75,3,3,1,Yes,1,Medium,High,"Medium High Target"
No,1149.25,5,1,1,No,1,Medium,High,"Medium High Target"
No,977.00,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,893.25,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,1541.00,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,932.00,5,1,1,Yes,1,High,Medium,"Medium High Target"
No,947.00,4,4,1,Yes,1,Medium,High,"Medium High Target"
Yes,978.75,3,3,1,No,1,Medium,High,"Medium High Target"
No,932.75,2,2,1,No,1,Medium,High,"Medium High Target"
No,1223.00,5,3,3,Yes,1,High,Medium,"Medium High Target"
No,1542.00,5,2,1,No,1,Medium,High,"Medium High Target"
No,1367.25,4,3,1,No,1,Medium,High,"Medium High Target"
No,887.50,3,1,2,No,2,Medium,High,"Medium High Target"
No,964.50,1,2,1,No,2,High,Medium,"Medium High Target"
No,898.50,4,3,1,No,1,Medium,High,"Medium High Target"
No,874.25,3,3,1,Yes,1,High,Medium,"Medium High Target"
No,1136.25,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,918.75,4,2,1,No,1,High,Medium,"Medium High Target"
No,866.50,3,2,1,Yes,2,High,Medium,"Medium High Target"
No,1291.00,5,1,1,Yes,1,High,Medium,"Medium High Target"
No,1333.25,1,3,1,No,1,Medium,High,"Medium High Target"
No,935.50,2,2,1,No,1,High,Medium,"Medium High Target"
No,1206.00,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,684.25,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,998.75,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,1190.00,2,2,1,Yes,1,High,Medium,"Medium High Target"
No,1158.25,3,2,2,Yes,1,High,Medium,"Medium High Target"
No,783.50,3,1,1,No,1,Medium,High,"Medium High Target"
No,807.50,1,1,1,Yes,1,High,Medium,"Medium High Target"
No,1200.25,4,3,1,Yes,1,High,Medium,"Medium High Target"
No,1333.75,2,2,1,Yes,2,Medium,High,"Medium High Target"
No,1054.00,3,1,2,Yes,1,High,Medium,"Medium High Target"
No,1480.00,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,700.00,2,2,1,Yes,1,High,Medium,"Medium High Target"
No,1153.25,1,2,2,Yes,1,Medium,High,"Medium High Target"
No,890.75,2,3,1,Yes,1,Medium,High,"Medium High Target"
No,1139.50,2,2,1,Yes,1,High,Medium,"Medium High Target"
No,825.75,4,3,1,Yes,1,High,Medium,"Medium High Target"
No,951.50,3,3,2,Yes,1,Medium,High,"Medium High Target"
No,959.25,2,3,1,Yes,1,Medium,High,"Medium High Target"
No,863.50,4,1,3,No,1,Medium,High,"Medium High Target"
No,1348.75,3,1,2,No,1,Medium,High,"Medium High Target"
No,962.25,3,3,1,No,2,High,Medium,"Medium High Target"
No,1143.75,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,886.75,3,2,1,No,1,Medium,High,"Medium High Target"
No,1141.50,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,793.50,4,2,2,Yes,1,High,Medium,"Medium High Target"
No,1114.75,2,1,1,Yes,1,High,Medium,"Medium High Target"
No,987.00,4,1,2,Yes,1,Medium,High,"Medium High Target"
No,1031.75,5,2,2,No,1,Medium,High,"Medium High Target"
No,1069.50,3,3,1,Yes,1,High,Medium,"Medium High Target"
No,806.75,2,1,1,No,1,High,Medium,"Medium High Target"
No,712.00,4,2,2,No,1,High,Medium,"Medium High Target"
No,767.00,4,3,1,No,1,Medium,High,"Medium High Target"
No,761.25,2,2,1,Yes,2,Medium,High,"Medium High Target"
No,771.00,3,1,2,No,1,High,Medium,"Medium High Target"
No,704.25,3,3,1,No,1,High,Medium,"Medium High Target"
No,1196.75,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,1264.25,5,2,2,No,2,High,Medium,"Medium High Target"
No,821.25,4,3,1,No,1,High,Medium,"Medium High Target"
No,1273.50,4,3,1,No,1,High,Medium,"Medium High Target"
No,1251.75,3,1,1,No,1,Medium,High,"Medium High Target"
No,786.25,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,1085.25,4,3,1,Yes,1,High,Medium,"Medium High Target"
No,1048.00,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,1132.25,2,1,1,No,1,Medium,High,"Medium High Target"
No,1086.75,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,859.75,4,2,1,No,1,High,Medium,"Medium High Target"
No,1007.00,3,2,2,No,2,High,Medium,"Medium High Target"
No,1025.25,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,953.75,5,4,1,Yes,1,Medium,High,"Medium High Target"
No,1140.00,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,975.50,6,1,2,No,2,High,Medium,"Medium High Target"
No,782.00,1,1,1,Yes,1,Medium,High,"Medium High Target"
No,1012.50,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,754.25,4,3,1,Yes,2,Medium,High,"Medium High Target"
No,982.75,3,3,2,No,1,Medium,High,"Medium High Target"
No,655.50,5,2,1,Yes,1,High,Medium,"Medium High Target"
No,710.25,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,1073.75,4,2,1,Yes,2,High,Medium,"Medium High Target"
No,1120.25,5,1,2,No,2,Medium,High,"Medium High Target"
No,988.00,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,1109.25,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,1109.00,3,2,2,Yes,1,High,Medium,"Medium High Target"
No,1212.50,3,1,2,Yes,2,Medium,High,"Medium High Target"
No,896.75,3,1,1,No,2,Medium,High,"Medium High Target"
No,1206.75,5,4,3,No,1,High,Medium,"Medium High Target"
No,1032.50,2,3,1,Yes,2,High,Medium,"Medium High Target"
No,1024.75,5,1,1,No,2,Medium,High,"Medium High Target"
No,821.25,4,1,1,Yes,1,High,Medium,"Medium High Target"
No,1819.25,3,2,1,Yes,2,Medium,Medium,"Medium High Target"
No,1015.25,5,2,2,Yes,1,High,Medium,"Medium High Target"
No,1109.25,5,2,1,No,1,High,Medium,"Medium High Target"
No,769.25,4,1,3,No,1,Medium,High,"Medium High Target"
No,1157.75,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,880.00,5,3,1,Yes,1,Medium,High,"Medium High Target"
No,1355.75,2,3,1,Yes,1,High,Medium,"Medium High Target"
No,944.00,2,3,1,Yes,1,High,Medium,"Medium High Target"
No,1077.00,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,1125.25,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,1048.75,3,2,2,Yes,2,Medium,High,"Medium High Target"
No,977.25,2,2,2,No,1,Medium,High,"Medium High Target"
No,869.50,2,1,1,No,1,Medium,High,"Medium High Target"
No,1102.00,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,1033.75,4,1,2,Yes,1,Medium,High,"Medium High Target"
No,1139.50,3,3,1,No,1,High,Medium,"Medium High Target"
No,1589.75,2,3,1,No,1,High,Medium,"Medium High Target"
No,1104.25,4,1,1,Yes,1,High,Medium,"Medium High Target"
No,1135.25,3,2,1,No,1,Medium,High,"Medium High Target"
No,1318.25,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,979.00,3,1,2,No,1,High,Medium,"Medium High Target"
No,985.50,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,1235.25,3,2,1,Yes,2,Medium,High,"Medium High Target"
No,1418.25,2,2,1,No,1,Medium,High,"Medium High Target"
No,1058.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,1112.50,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,1212.25,4,3,3,No,1,Medium,High,"Medium High Target"
No,1348.00,3,1,2,Yes,1,Medium,High,"Medium High Target"
No,1248.00,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,1104.50,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,1024.75,3,1,1,No,2,Medium,High,"Medium High Target"
No,941.25,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,1029.50,4,2,1,No,1,High,Medium,"Medium High Target"
No,1070.00,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,1224.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,1070.00,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,1234.00,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,1827.00,4,2,1,Yes,1,Medium,Medium,"Medium High Target"
No,993.00,3,3,2,Yes,1,Medium,High,"Medium High Target"
No,786.50,5,1,1,No,1,High,Medium,"Medium High Target"
No,774.50,2,2,1,Yes,2,High,Medium,"Medium High Target"
No,860.50,3,2,1,No,1,High,Medium,"Medium High Target"
